user,date,rating,title,content
royals794,21-Oct-08,9月10日,Perfectly written. Perfectly directed. Perfectly cast. Perfectly acted. Perfect,"I have seen The Shawshank Redemption twice now, the second time being about a week ago. After the first time I saw it, I gave it a perfect 10 rating on IMDb, something I do very rarely (I've given out 20 ratings of 10 out of the 600+ movies I've rated). However, after just one viewing, I felt so impacted by this film that it immediately rocketed near the top of my favorite movie list. After a second viewing, I feel even more amazed by it than I was the first time I saw it.The movie captures your interest in the first scene and unfolds new plot points and character developments slowly at first and then more rapidly as the movie goes on. The movie runs about 130 minutes long, but it never gets boring. While it is admittedly slow paced, this only serves into its greatness. It allows the viewer to get to know the characters of Andy and Red and sympathize with them; along the way, we also get to know and grow attached to the other prisoners trapped inside Shawshank. The movie flows perfectly from one scene to the next, never feeling forced or losing your interest. The movie is mostly dialogue driven, but there are some violent scenes which help convey the brutality of prison life.Finally, the final 30 minutes are perhaps the most satisfying in any movie. I do not want to spoil the ending for those who have never seen it, but suffice to say, the final act of the movie leaves you floored. Both times that I saw it, I was rooted to my seat long after the credits rolled, just thinking about the brilliance of the ending and the entire movie as a whole. Forrest Gump and Pulp Fiction are both great movies, highly entertaining. I particularly love Pulp Fiction; however, it is a travesty that The Shawshank Redemption did not win Best Picture. It was certainly the best film of the year in my opinion, arguably the best film of the decade, and perhaps one of the finest movies ever made. The even bigger tragedy, though, is that while Morgan Freeman earned an Oscar nomination for his great performance, Tim Robbins' turn as Andy Dufresne went without a nomination. Robbins carries the film, and his performance is truly one of the greatest I have ever seen.The bottom line is that The Shawshank Redmption is a perfect movie. It takes you in from the opening scene and doesn't let you go until long after it comes to a tremendous close. Along the way, it will make you think, fear, wonder, and feel a number of other emotions. If you have not seen this movie, waste no time; go rent it today and see why this is the highest ranked film on IMDb."
Nermal-3,6-Dec-98,10月10日,One word. Outstanding.,"Now, I see what everybody was talking about. It took me 4 years to see this, in my opinion, masterpiece. If you have not seen this movie rent it anyway you can. The performances delivered by Robbins and Freeman are, to me, the pinnacle of both their careers. This film cannot help but evoke tactile imagery to the fullest capacity. You feel what the main characters are going through the sensation is uncanny. Robbins (Andy) and Freeman (""Red"") are a balance of the human spirit. Andy is your freedom-seeking hope side and ""Red"" is your rational, pessimistic counterpart. Find your equilibrium in ""The Shawshank Redemption."""
Howlin Wolf,8-Mar-01,8月10日,"A great film, but #2?","A great film and one that I shall be adding to my collection at some point, but #2?One user put it very well when they said that the film's essential message of 'the human spirit conquering all' is very uplifting an' everything but sounds too much like a fortune cookie homily.There are several films that deliver the same message just as well if not better. Jim Sheridan's ""In the Name of the Father"" springs immediately to mind. That film has a similar theme to this one (wrongful imprisonment and the struggle to come to terms with it) but is a much better film IMO. What's even more heartening is that it's also true.Like I said, I'm not dissing the film. it IS great. From what I can remember all the performances are nicely judged (Freeman is excellent, but then what's new?), the direction is perfect because it's so unobtrusive to the story, and the film in general is uplifting. I just think it's nothing particularly new and it has been done better. Maybe my viewpoint is borne out by the fact that it only became a huge success on video release?I gave it an 8. To me, this fact proves that I love the film, just not as much as everybody else seems to!I think this adaptation is on a par with the short story, which was also excellent. I honestly can't agree with #2 on the top 250 list though. Is it just an American over-reaction to the movie or is every other nation as awestruck by it? Please feel free to e-mail me for discussion on this, or anything else for that matter.#2 of 250? I don't think it would make it into my top 50 films.Ah well, life's all about opinions..."
tccandler,12-May-99,10月10日,"Hope is a good thing, maybe the best of things.","Truly a masterpiece of cinema.  I hope this film gets the critical recognition it deserves as the years go by.  Almost everyone i have encountered has loved this film.  How did it not win oscars galore.  Tim Robins and Morgan Freeman are simply perfect in what is essentially a love story.  A love of hope, a love of friendship and a love of life, no matter the constraints.  I LOVE THIS FILM!"
obsolete,23-Nov-98,N/A,"Captivating, breathtaking and compelling...","The Shawshank Redemption is, without a doubt, the greatest film ever made. You simply will never find a better film, ever.The story revolves around a smart, kind hearted vice president of a bank named Andy Dufresne, played by Tim Robbins, who is absolutely brilliant in the starring role. Andy is sent to prison after murdering his wife and lover. Claiming he is innocent of the crimes, and was the victim of an unfortunate coincidence, the law does not believe him, and sentences him to life in prison without possibility of parole. Once inside, he immediately befriends a criminal by the name of Red, played brilliantly by Morgan Freeman. Andy then becomes the victim of fear, despair, and the prison itself, which is inhabited by crooked officials and hardened criminals. After a while, Andy finds the hope inside of him to never give up, with the help of his friend Red and others. He starts doing tax returns for the prison guards and the warden, and after a while, the warden, played by Bob Gunton, who makes the viewer loathe the word warden, has Andy doing his tax fraud for him. It's safe to say that Andy is ""friends"" with the officials.I don't want to give it away for those of you who haven't seen this picture, but believe me, you will be breathless. The hope Andy holds inside of him gives all of us a warm feeling inside of us, and tells you to never give up. The cast is perfect in every way, and the film just carries beautifully. You will find yourself praying for Andy through the whole film, through bad times and even good times. It is wonderfully capped off with a surprise twist ending that will leave you shocked, stunned and emotionally breathless.I call this film my all time favorite, because I agreed with the characters, felt for them, hoped for them and in the case of the corrupt characters, loathed them, due to great acting. I was able to actually hate and detest certain characters, because that's how wonderful the acting is. I would actually have cried at this movie, if it weren't for me being so emotionally paralyzed by the cast and story."
thefailure,3-Apr-01,6月10日,The Most Over-rated Film Ever Along With American Beauty,"O.K. you've seen the summary and you're screaming ""What kind of sour limey b@!*&%$£ says that about one of the greatest films ever made?"" Well I've got news for you, look again. The Shawshank Redemption is a very good movie, i agree but is it all it's cracked up to be? - no. At first you think ""I feel great - what a feel-good movie!"" One can't help wondering that this film, on closer inspection, is actually unbelievably cheesy. Every other second i was hearing violins about how this poor guy got landed in jail for a murder he didn't commit. It's stereotypical - and you guys who voted 10 bought it hook, line and sinker. ""But what about the great twist?"" O.k., the twist was good but come on...like i said before was it THAT great? Ask yourselves honestly, was that better than The Sixth Sense's or The Usual Suspects? Also, how come foreign films which are far superior to this get no credit? Watch Le Samurai, or La Haine or Todo Sobre Mi Madre. Far more superior."
HerbertRousch,10-Feb-04,4月10日,Nothing special,"This is just a typical prison yarn with some mawkish sentimenttossed in. I really don' t understand the fuss. I guess some peoplelook for grandeur and prjoect it onto middling, palatable materiallike this. That's the only explanation I've got for the unwarrantedpopularity of this flick. Production credits are fine enough, as is theacting but it certainly doesn't belong on any repsectable list ofgreatest films of all time."
pratikkumarjadhav,11-Aug-25,10月10日,Hope is good thing,Kind of movie that makes you feel the art of movie making should never die... It's the living soul of what we humans would leave after we're gone. Absolute genius on behalf of all the people involved in it's making. They have and will keep this art alive through this masterpiece and inspire generations to come. 10 Stars ✨.
OllieSuave-007,7-Oct-13,10月10日,I can see why this is rated Number 1 on IMDb.,"Based on ratings by users, I can see why this film is rated number 1 on IMDb.A film about Andy Dufresne (Tim Robbins), who claims he was falsely imprisoned. He decides to adjust to life while incarcerated, and befriends a number of his fellow inmates, including Ellis Boyd Redding (Morgan Freeman). Andy establishes respect among his cohorts and even the prison guards by doing a number of things in improving life in the prison, including expanding a library and helping people do taxes. The men's friendships grow over the years as try to find, as the IMDb plot puts it, ""solace and eventual redemption through acts of common decency."" This movie is on the longer side, being over two hours long. However, the many elements in this film do not drag, making this movie an intriguing and exciting feature. The plot and subplots were solid, blending together well, and the cast of characters gave a strong, dramatic and memorable performance. There were action, humor, drama, tragedy and hope all mixed in, providing you a very entertaining film.There are far too many aspects of this film to be mentioned all at once in this review. Therefore, you will have to see and follow this movie for yourself to appreciate it. It is certainly worthy of its seven Oscar nominations, including Best Picture (Forrest Gump won that year). A must-see for anybody.Grade A"
heartaestheticshobart,22-Nov-24,10月10日,4K format added a new depth,"Watching The Shawshank Redemption in 4K was an absolute treat and solidified why this movie is my all-time favourite. The upgraded resolution brought the incredible cinematography to life, making every scene even more immersive. From the gritty textures of Shawshank Prison to the breathtaking final sequences, the 4K format added a new depth that I hadn't experienced before.The story, of course, remains unmatched. Andy Dufresne's journey of hope, resilience, and ultimate freedom is both heart-wrenching and inspiring. Tim Robbins and Morgan Freeman deliver performances that feel timeless, with Freeman's narration still sending chills down my spine.What struck me most in this rewatch was how brilliantly the themes of friendship and perseverance were woven into every moment. Whether it's Andy's quiet determination or Red's heartfelt reflections, the emotional weight of this film is undeniable.If you haven't seen The Shawshank Redemption in 4K, do yourself a favour and experience it in the highest quality possible. It's more than a film-it's a masterpiece that deserves to be cherished again and again. This rewatch reminded me why it's a cinematic classic that I'll never tire of revisiting."
aker0d,20-Dec-24,10月10日,Devine,"I put off seeing this movie for a whole twenty-eight years, for the reason that I thought the movie was overrated. Today I saw this movie - it's a masterpiece. Even after almost 30 years the movie looks fresh, it conveys very important human themes and makes you think.Morgan Freeman is a true example of how an actor should be acting in our years.For the sake of this movie are obliged to enter a score of eleven, because all the tens that I put are not deserved in front of this movie.Joy, regret, tears, I recommend this movie to literally every person on this planet. You will definitely not regret it."
anaconda-40658,6-Oct-15,10月10日,Redeeming.,N/A
sarthak889,12-Dec-24,9月10日,What it means to be a human,N/A
JoeytheBrit,16-Sep-10,8月10日,Observations...,"Almost as interesting as this tale of men behind bars is the enduring popularity it has enjoyed since being released on video following its poor box office. The reason is fairly clear to see: for all its dark setting, the film is about hope and how hope can set you free. We all have hope, and we all feel imprisoned – whether it's by a dead-end job, a loveless relationship, an out-of-shape body – and it's only the hope that things will somehow improve (even if, unlike Andy Dufresne, we do precious little to help things along) that keeps us going. The Shawshank Redemption validates this blind, irrational hope while simultaneously reinforcing it. This is the film's strength, and it uses it to good advantage. Tim Robbins and Morgan Freeman make believable if unlikely friends – at the beginning of their friendship one lacks hope of any kind while the other is unable to express his feelings, a flaw he later realises is indirectly the reason he finds himself behind bars. By the end of the film both have changed – and both are released.The film makes use of every genre cliché you can think of: the sadistic guard, the corrupt warden – fifty years ago, Hollywood wardens were mostly beneficial characters, but they seem to have lost their way lately – the bull queers, the fish out of water with no chance of survival, etc, and although this isn't necessarily a weakness, it's familiarity means the overlong running time drags on occasion as we're faced with all too familiar situations. And while there are malevolent prisoners present in the form of the bull queers who wander around looking for 'fresh fish' and vulnerable inmates to rape, all other prisoners are a kind of homogeneous mass, a decent enough bunch with few unique characteristics and no malice or resentment towards a society that has effectively discarded them.The irony of the film is that the good guys are the ones behind bars – as Dufresne wryly comments, he had to come to prison to become a criminal – while those ostensibly representing justice and law are violent braggarts and bible-bashing hypocrites. Their come-uppance, when it finally arrives, is wholly deserved, and there are few films that engineer a turning of the tables as wholly complete as the one engineered here by Dufresne – another reason for its phenomenal popularity: we all know, or have known, someone like the warden (although perhaps not as extreme), smug and self-serving, who deserves their come-uppance.Darabont wanted the film to end with Red giving his little 'I hope' bit while the bus he's travelling on disappears over the horizon, and it's a shame the studio didn't let him have his way. That ending on the beach looks exactly like what it is – a tacked on ending to keep the men in suits happy. Andy Dufresne, with his uncompromising sense of purpose, would surely have held firm under their pressure"
rekomuurinen,18-Apr-25,10月10日,Unforgettable movie,"This is Absolute Cinema and this one will go to my ""Top 3 best films of all time"" list. No doubt. This is also the only movie that i have given a 10 on imbd, and it deserves it. Tim Robbins and Morgan Freeman did an amazing job making this and no wonder this got 7 oscars. I dont recommend just renting this film. BUY IT! Because i can promise that you will get the urge to watch this again, and again, and again. Even words can't describe this masterpiece and i am pretty sure, that in the future i will have many long and hard days, and im gonna watch this again to relax my mind. This totally left me speechles and i absolutely recommend this movie to anyone! Thank you Frank Darabont and Rita Hayworth!Lifechanging..."
lillychenli,20-Nov-04,N/A,It is a good film and i like it,"When i first watched it i like it at once,it is really a good film.i can learn a lot of things from it.¡°The Shawshank Redemption"", which is a movie about time, patience and loyalty - not sexy qualities, perhaps, but they grow on you during the subterranean progress of this story, which is about how two men serving life sentences in prison become friends and find a way to fight off despair.The story is narrated by ""Red"" Redding (Morgan Freeman), who has been inside the walls of Shawshank Prison for a very long time and is its leading entrepreneur. He can get you whatever you need: cigarettes, candy, even a little rock pick like an amateur geologist might use. One day he and his fellow inmates watch the latest busload of prisoners unload, and they make bets on who will cry during their first night in prison, and who will not. Red bets on a tall, lanky guy named Andy Dufresne (Tim Robbins), who looks like a babe in the woods.But Andy does not cry, and Red loses the cigarettes he wagered. Andy turns out to be a surprise to everyone in Shawshank, because within him is such a powerful reservoir of determination and strength that nothing seems to break him. Andy was a banker on the outside, and he's in for murder. He's apparently innocent, and there are all sorts of details involving his case, but after a while they take on a kind of unreality; all that counts inside prison is its own society - who is strong, who is not - and the measured passage of time.Red is also a lifer. From time to time, measuring the decades, he goes up in front of the parole board, and they measure the length of his term (20 years, 30 years) and ask him if he thinks he has been rehabilitated. Oh, most surely, yes, he replies; but the fire goes out of his assurances as the years march past, and there is the sense that he has been institutionalized - that, like another old lifer who kills himself after being paroled, he can no longer really envision life on the outside.Red's narration of the story allows him to speak for all of the prisoners, who sense a fortitude and integrity in Andy that survives the years. Andy will not kiss butt. He will not back down. But he is not violent, just formidably sure of himself. For the warden (Bob Gunton), he is both a challenge and a resource; Andy knows all about bookkeeping and tax preparation, and before long he's been moved out of his prison job in the library and assigned to the warden's office, where he sits behind an adding machine and keeps tabs on the warden's ill-gotten gains. His fame spreads, and eventually he's doing the taxes and pension plans for most of the officials of the local prison system.There are key moments in the film, as when Andy uses his clout to get some cold beers for his friends who are working on a roofing job. Or when he befriends the old prison librarian (James Whitmore). Or when he oversteps his boundaries and is thrown into solitary confinement. What quietly amazes everyone in the prison - and us, too - is the way he accepts the good and the bad as all part of some larger pattern than only he can fully see.The partnership between the characters played by Tim Robbins and Morgan Freeman is crucial to the way the story unfolds. This is not a ""prison drama"" in any conventional sense of the word. It is not about violence, riots or melodrama. The word ""redemption"" is in the title for a reason. The movie is based on a story, Rita Hayworth and the Shawshank Redemption, by Stephen King, which is quite unlike most of King's work. The horror here is not of the supernatural kind, but of the sort that flows from the realization than 10, 20, 30 years of a man's life have unreeled in the same unchanging daily prison routine.The director, Frank Darabont, paints the prison in drab grays and shadows, so that when key events do occur, they seem to have a life of their own.Andy, as played by Robbins, keeps his thoughts to himself. Red, as Freeman plays him, is therefore a crucial element in the story: His close observation of this man, down through the years, provides the way we monitor changes and track the measure of his influence on those around him. And all the time there is something else happening, hidden and secret, which is revealed only at the end.""The Shawshank Redemption"" is not a depressing story, although I may have made it sound that way. There is a lot of life and humor in it, and warmth in the friendship that builds up between Andy and Red. There is even excitement and suspense, although not when we expect it. But mostly the film is an allegory about holding onto a sense of personal worth, despite everything. If the film is perhaps a little slow in its middle passages, maybe that is part of the idea, too, to give us a sense of the leaden passage of time, before the glory of the final redemption.All in all, I think it is a very good film and worthy for everybody to watch, the most important sentences ¡°Hope is a good thing , maybe the best of things, No good thing ever dies.¡± It is really make us thinking deeply, and another one which was said by Red, he said that there has one kind of birds that you could never keep him in the cage, because every feather of his body was covered by the brilliance of freedom. I think everyone should remember this , everyone of us are covered by some brilliance of our own, we should never give up no matter how difficult it is! And we should remember that ¡°hope is a good thing¡± ,we should have hopes for all our lives!--------------------------------------------------------------------------------"
Zoopansick,15-Nov-01,6月10日,"If you can say overrated, I can say Shawshank Redemption","In the long and storied history of cinema, there have always been those films, which are undoubtly overrated.  However, none before and none since have been more overrated then The Shawshank Redemption.  While the Shawshank Redemption is not a waste of your viewing times by any means, it is not the pinnacle of film making.  The performances are good, especially Freeman, but I'm not too high on the way the plot works out.  It doesn't really break any new ground, a man is wrongfully convicted of a crime he didn't commit(Wow, that's new!!), and learns to cope with his new circumstances, while befriending the prison veterans.  While the audience learns a valuable lesson about the determination and courage of the human spirit!  I don't know about you all, but when Robbins escapes from prison during a dramatic thunderstorm, there were more then a few tears coming down my face.  When I see something like this rated in the top 10 films of the 1990s let alone of all time, I have to wonder about people's taste in general.  The message of the movie isn't incredibly powerful nor is the plot.  How can anyone consciously say this movie was the best ever?  It boggles my mind, but I have a few theories.  First this movie is recent enough and shown on TNT enough (like 5 times a month), that alot of people have seen it more then once.  Younger people (I'm talking teens and twenties), who haven't seen many Dramas let alone the real ""great"" movies, will say this is the best. If you ask this same demographic what is the best comedy of all time, they are likely to say something like Happy Gilmore (which Caddyshack blows out of the water for best golf comedy).  These are the kinds of people giving Shawshank it's highest praise, these people are sadly my generation."
maxkuehnert,18-Sep-19,3月10日,!BORING!,"I do not know, what to say, I am just bored. Many people say that is the best Movie? False"
jared-25331,23-Dec-24,10月10日,Greatest Stephen King adaptation of all time,"The Shawshank Redemption (1994) was the feature length film directorial debut of Frank Darabont and it has been hailed as one of the greatest movies in the history of cinema. This was a first time watch and the movie definitely lived up to the hype and expectations.Positives for The Shawshank Redemption (1994):
As the movie's title would suggest, this is a story about redemption for our group of characters as they are stuck in prison under the cruel leadership of the warden. This is one of the best stories I've seen in any movie in my entire life and it's no surprise why this got nominated for Best Screenplay and it should've been nominated and won Best Picture, but then again the Oscars don't know real cinema. It goes without saying that everyone in the cats does a phenomenal job with their performances. The standout performances are easily Tim Robbins as Andy Dufresne and Morgan Freeman as Ellis Boyd ""Red"" Redding. I can safely say that these two are among the greatest movie characters of all time and I love the interactions they have with each other throughout the movie. Then, you have Bob Gunton as Samuel Norton and Clancy Brown as Byron Hadley, who are among the most hated movie characters I've seen in a long time. There are a lot of times where these two punks do stuff to the prisoners that shouldn't even be happening and yet they can do it because they think they're above the law. The moment when they finally get caught for their misdeeds was so satisfying to see happen and they both got exactly what they deserved. And finally, the final scene is simply one of the best movie endings in the history of cinema.Overall, The Shawshank Redemption (1994) is a true testament to the art of filmmaking and has earned its spot as one of my favorite movies of all time."
a-sin_13,4-Feb-16,10月10日,This flick will set you free,"Few things you probably already know about 'The Shawshank Redemption': it was nominated for 7 Oscars, yet failed to win any, it failed at the box office and it is one of the best movie ever made.I felt mesmerized watching this movie, and I believe everyone who has watched it must have felt the same. A perfect adaptation of Stephen King's novel 'Rita Hayworth and Shawshank Redemption', this movie stays faithful to the plot of the novella with very minor alterations. Morgan Freeman and Tim Robbins have given stellar performances. Freeman's eloquent narration throughout the film provides the description of the events happening over the prison and his friendship with Andy Dufresne over a number of years from his character's perspective.The main themes of the movie, hope, self-worth, integrity and friendship are beautifully interlocked with the prison-drama. The climate of Shawshank State Penitentiary is painted gray and dull to amplify the intensity of every event. The depiction of institutionalized life and emotions of the prisoners, who aren't only trapped inside Shawshank physically but psychologically as well, are very precise. The character of Andy Dufresne, played by Tim Robbins, displays extraordinary courage and self-worth in the hopeless walls of Shawshank prison. The climax is intricately woven with poetic justice.This film is Frank Darabont's Magnum Opus. A well deserved #1 on IMDb's Top 250."
iFawaz80,21-May-22,10月10日,Perfect,Grate movie !!!! I like it and its one of the Best movie in history.Grate movie !!!! I like it and its one of the Best movie in history.Grate movie !!!! I like it and its one of the Best movie in history.
RetrusDD,22-Mar-21,10月10日,Of those works that you never forget,"Its greatness resides in that it makes you feel; that's what makes it a masterpiece of modern cinema. Without artifice, or lies, or unnecessary entanglement, Perpetual Chain is brutally honest, like life itself. It has scenes that are pieces of Cinema in capital letters, you know, the one that grabs you by the lapels and whispers in your ear: wake up.
This film talks about hope and love of life, about how to survive hell with determination, about keeping dreams alive even if you haven't seen the sunlight for two months, about friendship.
Open your eyes wide when you see it because it may teach you what really matters"
dm-45378,21-Feb-24,10月10日,good movie,"Man, I just finished ""The Shawshank Redemption,"" and let me tell you, it hit me like a right hook from Red himself. Here's the thing: I'm 25, fresh outta a brutal breakup, and feeling lost like Andy Dufresne in that prison yard. But this movie, man, it gave me a flicker of hope, a spark to fight for my own freedom.It ain't about some grand escape, though Andy pulling that off was pretty damn sweet. It's about the tiny victories, the chipping away at the walls (metaphorical and literal) that confine you. Like Andy carvin' that chess piece outta soap, bit by bit, year after year. That's the resilience I gotta find, you know?And Red, man, that dude's got wisdom dripping off him like rain. He's seen it all, the good, the bad, the ugly, and he ain't lost his hope. He tells Andy, ""Hope is a good thing, maybe the best of things, and no good thing ever dies."" That line, man, it stuck with me. It's like a lifeline, a reminder that even in the darkest depths, there's a chance to claw your way back to the light.Now, I ain't sayin' I'm gonna tunnel out of my apartment with a rock hammer, but ""The Shawshank Redemption"" did something for me. It showed me that even when you're stuck, even when you're beat down, there's a way to fight back. It's about finding your own hope, your own way to crawl through the Shawshank of your own life. And maybe, just maybe, find your own redemption on the other side.That's what this movie left me with, a 25-year-old with a bruised heart, but a newfound spark in his eyes. And hey, if Andy Dufresne can make it, maybe I can too."
Megagreatpretender,5-Oct-23,10月10日,A nudge for a middle aged man,N/A
bretttaylor-04022,13-Nov-21,10月10日,The greatest story of persistence pays off.,N/A
frankjlars,1-Aug-03,N/A,Listen up!,"I don't want to offend anyone, some of you actually seem quite intelligent, but listen up: If a movie is on the on top 250 list, in this case second from top, it simply states that this film is the second best liked film in the ""IMDB"" world. You can't argue that it don't deserve it just because it aren't as creative, innovative, artistic or influential as many other films are. ""THE SECOND BEST LIKED""! It's a fact. Swallow the truth.Movie lovers, as opposed to the general movie enjoyer, have, like most disciples of art a much more developed, or trained mind when it comes down to their field of obsession and will choose accordingly. (You can't expect your classmates to love jazz, prog rock and classical music, just because you do.) Shawshank Redemtion is, obviously, generaly an enormously likeable movie and even some of the most artsy people people I know accept it as valid and enjoyable entertainment. In my book it rates a solid 9/10. It's indeed, along with Back to the future (that ranks high much because it hit me so hard in my early youth.), my favourite mainstream movie of all time!FJL from Norway"
Javertv,18-Aug-02,7月10日,"Sure it's good, but no. 2 of all time???","Sure it was a good prison movie, and much better than many other movies I've seen.  But this does NOT beat Godfather, Star Wars, or Casablanca in any way.  Watch this if you enjoy good performances and good plot, but don't expect a present-day classic ala Forrest Gump."
jyang-91709,11-Feb-19,3月10日,I just can't forgive these prisoners for what they did,N/A
jacobarharrson,13-Aug-25,10月10日,It's just the best movie of all time,N/A
nobuyuki_shinoh,2-Mar-19,10月10日,The touch of the deep side of my heart,"This film gave me the maximal inspirations and deeply touched my inner heart as I finally knew how to cope with everything when the whole world goes against you, and the way to get over everything when the god unleash the hell on you. For me, I am now facing the greatest challenge ornament my life as I have to conquer all sorts of difficulties to successfully get the good grades in my university"
iamindian-87149,9-Feb-19,10月10日,very good,"It is a masterpiece,you can watch it one time,in middle you may feel that it is loosing but overall it is a good film"
thanigaia,22-Jul-25,10月10日,Therapy,"The Shawshank Redemption is more than a film-it's therapy for the soul. It gently teaches patience, resilience, and the quiet strength of hope. Andy Dufresne's journey through injustice and confinement is both heartbreaking and inspiring. Morgan Freeman's narration adds a calming, reflective layer, like a voice guiding you through your own struggles. The story doesn't just entertain-it heals. Every frame reminds you that even in the darkest places, light can break through. Watching this film is like taking a deep breath after chaos. It stays with you, offering comfort, perspective, and above all, the belief that hope is never wasted."
BrockP-7,10-Aug-25,10月10日,The Most Complete Movie,"This movie is so complete. Some say it's too long; those people are wrong. Every scene matters, every scene is developing the story and the story it tells is beautiful. The filmmakers tell that story in the perfect way. It is hard to find something wrong with this film. I never got bored from start to finish. All the actors were believable and gave great performances. Truly one of the best films of all time."
owenschutte,4-Dec-24,10月10日,Amazing Movie,N/A
shihabhossainbsc,5-Dec-24,10月10日,A Masterpiece of Hope and Humanity,N/A
kimtulin,29-May-22,10月10日,Hands Down one of the Best Movies,"From the writing, direction, camera, and actors.... this is one of those films that seems almost like you have to watch it over and over. It reminds you never to give up, to figure a way out of your situation, to be patient.... the list truly goes on. Thank you for such an incredible film!"
Wonderful12,17-Sep-04,N/A,Not as good as you think it is,"Mostly what can been said has been said. This really isn't anywhere near he greatest movie ever made. For heaven's sake, it's a competent genre flick that runs a little too long but contains a couple of well-turned performances from the leads. Tim Robbins, incidentally, is way better in Mystic River.Down by Law and Birdman of Alcatraz are both significantly more interesting and original prison movies than this one. Cool Hand Luke is obviously the greatest prison film of all time. Shawshank is so-so. Think about it, was there a moment, a second, a single plot turn in that film you didn't know was coming? When the young guy goes out for his little conference with the warden, did you not think 'come on, guy, haven't you seen any movies?' Predictability is satisfying I suppose, in its way, but give me originality and genuine passion every time. Shawshank has neither of those attributes. Sorry to everyone who cries every time they see it. You've been had."
ulanbator3,30-Sep-04,7月10日,Why? Why? Why?,"I just don't get it. It's not that I think this is an awful movie or anything, but no.2? Look at the rest of the movies in the top 10. Does it REALLY stand comparison with the Godfather or Seven Samurai? I think not. It's a manipulative, sentimental Sunday afternoon movie, raised above B-standard by some quality turns by talented actors. Nothing more. And who cares whether Andy could put the poster back in place or not. It's a patently ridiculous 'escape' to begin with. I understand that most of the people on this site will have a pop at me for being a snob, but the fact is I love Star Wars and Lord of the Rings and other 'blockbuster' movies. But if you're looking for a genuinely affecting drama, this doesn't cut the mustard. Sorry, guys, but you're all wrong."
sirspeedy03,30-Oct-05,4月10日,Ridiculously Overrated,"This film should barely scratch out a spot in the top 250, let alone be one of the top ranked films of all time. It is rather dull, extraordinarily predictable, and filled with clichés. This is not even the best prison film, let alone #2 among all films! Cool Hand Luke or Papillon anyone? I'd give it a 7-8/10 (Freeman & Co. do not disappoint), but someone needs to bring down this bloated rating. The film is little more than a rehashing of conventional sentimentalism painted in prison stripes and sold in bulk to a (apparently) gullible audience. Help bring this down to a reasonable position so that more deserving films can attain their proper recognition."
gordonwalter,30-Jan-19,10月10日,Best Inspirational Movie,"You are going to need daily motivation to help you overcome all of the obstacles you will face in this line of work. This is the very moment when we feel discouraged and want to give up. This is very inspirational and motivational film,"
FishLinders,16-Feb-25,10月10日,Best Film Ever...Period,"Have watched this in so many coutries around the world on my travels. Had it on VHS, then DVD, then Blu Ray and now on my iPad. I still watch it when it comes on TV. If you haven't seen it, watch it you will not regret it.The characters are amazing, the story realistic and it draws you in. As it goes over a 30 year period it is mazing how the characters age properly, the trends change with posters, music etc even if there is a slight mistake with one of the albums not being available for another 3 years after the period shown. You laugh, you cry and you will cheer for the guys in the jail. For Andy doing that stretch when you're really innocent...well."
duttadhrubo-58162,18-May-25,10月10日,"hope is a good thing, maybe the best of things,And no good thing ever dies.",N/A
DavidTejeras,24-Dec-18,10月10日,Best Movie ever!,One of the best movies ever made! I have watched this movie at least a 100 times. Very inspiring
merrichanton,2-Oct-21,10月10日,Best Ever,"This is the best movie ever, I have watched a lot of movies and this one is the best of them all. The end irks great and it is just so damn good, watch the damn movie."
TrickyIMDB,15-Aug-22,10月10日,The best movie I've ever seen,"Not much to say that hasn't been said. Great acting, character development, and plot. It's the ultimate story of overcoming adversity. Movies like this aren't made anymore and it is saddening."
Mosabbir_Maruf,30-Nov-24,10月10日,The Shawshank Redemption: A Timeless Tale of Hope and Resilience,"Few films have achieved the enduring acclaim and emotional depth of *The Shawshank Redemption*. Directed by Frank Darabont and based on a Stephen King novella, this 1994 masterpiece is more than just a prison drama-it's a profoundly moving exploration of the human spirit.At its core, the film revolves around Andy Dufresne (played brilliantly by Tim Robbins), a banker wrongfully convicted of murdering his wife, and Ellis ""Red"" Redding (Morgan Freeman in one of his most iconic roles), a seasoned inmate. Through their unlikely friendship, the story unfolds with themes of hope, redemption, and the unyielding pursuit of freedom.The performances are extraordinary. Robbins brings quiet dignity and determination to Andy, while Freeman's narration and portrayal of Red imbue the film with wisdom and warmth. The chemistry between the two leads is magnetic, anchoring the narrative with authenticity and emotional weight.Roger Deakins' cinematography captures both the bleakness and beauty of Shawshank prison, with memorable shots that linger in the mind. Thomas Newman's haunting score underscores every triumph and heartbreak, elevating the storytelling to poetic levels.What sets *The Shawshank Redemption* apart is its ability to resonate universally. It speaks to the resilience of hope even in the darkest circumstances. The poignant finale, a triumph of the human spirit, leaves audiences inspired and deeply moved.Although it initially underperformed at the box office, *The Shawshank Redemption* has since become a cultural touchstone. Its themes are timeless, and its characters feel like old friends. It's a film that rewards repeat viewings, revealing new layers with each watch.In summary, *The Shawshank Redemption* is not just a film-it's an experience. A story that reminds us that ""hope is a good thing, maybe the best of things."" If you haven't seen it, you owe yourself the gift of this cinematic masterpiece."
